Reviews,Sentiments
a gripping documentary that reveals how deep the antagonism lies in war-torn jerusalem . ,pos
"the story is lacking any real emotional impact , and the plot is both contrived and cliched . ",neg
"a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism . ",pos
worth the effort to watch . ,pos
the success of undercover brother is found in its ability to spoof both black and white stereotypes equally . ,pos
"[less a movie than] an appalling , odoriferous thing . . . so rotten in almost every single facet of production that you'll want to crawl up your own * * * in embarrassment . ",neg
harmless fun . ,pos
the title trapped turns out to be a pretty fair description of how you feel while you're watching this ultra-manipulative thriller . ,neg
"none of these characters resembles anyone you've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter . ",neg
"full frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre's definitive , if disingenuous , feature . ",neg
"a dreary , incoherent , self-indulgent mess of a movie in which a bunch of pompous windbags drone on inanely for two hours . . . a cacophony of pretentious , meaningless prattle . ",neg
you may be galled that you've wasted nearly two hours of your own precious life with this silly little puddle of a movie . ,neg
the feature-length stretch . . . strains the show's concept . ,neg
one of the very best movies ever made about the life of moviemaking . ,pos
"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek . ",neg
"impossible as it may sound , this film's heart is even more embracing than monty , if only because it accepts nasty behavior and severe flaws as part of the human condition . ",pos
"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one . ",neg
"even though it's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you can't help but get caught up in the thrill of the company's astonishing growth . ",pos
"typical animé , with cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names . ",neg
plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel . ,pos
"in the affable maid in manhattan , jennifer lopez's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly a-list players . ",pos
a crude teen-oriented variation on a theme that the playwright craig lucas explored with infinitely more grace and eloquence in his prelude to a kiss . ,neg
has the feel of an unedited personal journal . ,neg
"daughter from danang reveals that efforts toward closure only open new wounds . it doesn't flinch from its unsettling prognosis , namely , that the legacy of war is a kind of perpetual pain . ",pos
the film's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence . ,neg
"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography . ",pos
"a laughable -- or rather , unlaughable -- excuse for a film . ",neg
"the noble tradition of men in drag hits an all-time low in sorority boys , whose makers apparently believe that women's clothing can cover up any deficiency in acting , writing or direction . ",neg
"spielberg's realization of a near-future america is masterful . this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever . ",pos
"even if you can't pronounce "" gyro "" correctly , you'll appreciate much of vardalos' humor , which transcends ethnic boundaries . ",pos
"[a] thoughtful , visually graceful work . ",pos
" . . . an airless , prepackaged julia roberts wannabe that stinks so badly of hard-sell image-mongering you'll wonder if lopez's publicist should share screenwriting credit . ",neg
earnest and tentative even when it aims to shock . ,neg
"stealing harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious . ",neg
"the message of such reflections--intentional or not--is that while no art grows from a vacuum , many artists exist in one . ",pos
"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days",pos
mildly amusing . ,neg
"a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill . ",pos
